id,url1,name,recommend,reader,author,translator,label,date,year,price,pages,printing,state
115,http://www.ituring.com.cn/book/1483,C#并发编程经典实例,7,19700,StephenCleary(作者),相银初(译者) ,c# 并发编程 ,2014/12/11,2014,49,188,黑白,上市销售
845,http://www.ituring.com.cn/book/1086,SQL基础教程,12,19700,MICK(作者), 孙淼 罗勇(译者) ,数据库 sql sql-server mysql oracle-pl/sql PostgreSQL ,2013/7/30,2013,69,308,,暂时缺货
866,http://www.ituring.com.cn/book/1812,图解Java多线程设计模式,15,19700,结城浩(作者), 侯振龙 杨文轩(译者) ,Java 设计模式 并发 图解 多线程 ,2017/8/22,2017,89,528,黑白,上市销售
143,http://www.ituring.com.cn/book/1569,Spark机器学习,22,19600,NickPentreath(作者),蔡立宇 黄章帅 周济民(译者) ,机器学习 大数据 数据分析 Spark ai-ebook ,2015/8/31,2015,59,240,黑白,上市销售
445,http://www.ituring.com.cn/book/743,你就是极客！软件开发人员生存指南,15,19600,MichaelLopp(作者),何逸勤  卞斌(译者) ,极客 程序员 职业发展 o&#39;reilly ,2011/12/21,2011,49,260,,暂时缺货
676,http://www.ituring.com.cn/book/888,计算机体系结构：量化研究方法（第5版）,25,19600,JohnL.Hennessy DavidA.Patterson(作者),贾洪峰(译者) ,计算机体系结构 ,2013/1/4,2013,109,664,黑白,上市销售
279,http://www.ituring.com.cn/book/1301,Android编程实战,5,19500,ErikHellman(作者),丁志虎 武海峰(译者) ,android ,2014/6/30,2014,69,364,黑白,上市销售
609,http://www.ituring.com.cn/book/958,移动应用UI设计模式,8,19500,TheresaNeil(作者), 郭偎  武艳芳  王军锋(译者) ,移动开发 设计 o&#39;reilly ,2012/12/5,2012,49,224,黑白,暂时缺货
623,http://www.ituring.com.cn/book/1535,算法基础（第5版）,12,19500,RichardNeapolitan(作者),贾洪峰(译者) ,程序设计 算法 ,2016/3/16,2016,99,408,黑白,上市销售
595,http://www.ituring.com.cn/book/83,数据挖掘导论（完整版）,13,19400,Pang-NingTan MichaelSteinbach VipinKumar(作者), 范明  范宏建(译者) ,数据挖掘 数据库 ,2010/12/9,2010,69,480,,上市销售
764,http://www.ituring.com.cn/book/2401,精通Django,13,19400,NigelGeorge(作者),安道(译者) ,django 独立电子书 每周特价 ,2017/5/17,2017,,439,四色,上市销售
231,http://www.ituring.com.cn/book/1712,Unity5.x游戏开发指南,8,19300,"""罗盛誉(作者)",,游戏 手机游戏开发 unity unity3d 移动游戏开发 ,2015/10/12,2015,69,356,,上市销售
284,http://www.ituring.com.cn/book/1542,SVG精髓（第2版）,22,19300,J.DavidEisenberg AmeliaBellamy-Royds(作者),易郑超 何鹏飞(译者) ,css xml svg ,2015/10/10,2015,69,296,黑白,上市销售
704,http://www.ituring.com.cn/book/1778,Python科学计算基础教程,10,19300,HemantKumarMehta(作者), 陶俊杰陈小莉(译者) ,python 数据科学 ,2016/11/3,2016,49,216,黑白,上市销售
815,http://www.ituring.com.cn/book/1915,Python机器学习基础教程,7,19300,AndreasC.Mu?ller SarahGuido(作者),张亮（hysic）(译者) ,python 机器学习 ,2018/2/7,2018,79,285,单色,上市销售
172,http://www.ituring.com.cn/book/1168,Hadoop基础教程,10,19000,GarryTurkington(作者), 张治起(译者) ,云计算 hadoop ,2013/12/31,2013,65,324,黑白,上市销售
304,http://www.ituring.com.cn/book/1565,Swift与Cocoa框架开发,15,19000,ParisButtfield-Addison JonathonManning TimNugent(作者),贾洪峰(译者) ,cocoa swift ,2015/6/8,2015,89,404,黑白,上市销售
326,http://www.ituring.com.cn/book/1447,Elasticsearch服务器开发（第2版）,12,18900,Rafa?Ku? MarekRogoziński(作者),蔡建斌(译者) ,Lucene Solr 全文检索 ElasticSearch ,2015/3/3,2015,59,292,,上市销售
818,http://www.ituring.com.cn/book/1843,Ruby基础教程（第5版）,17,18900,高桥征义 后藤裕蔵 松本行弘(作者),何文斯(译者) ,ruby 编程语言 ,2017/8/25,2017,79,338,单色,上市销售
421,http://www.ituring.com.cn/book/934,程序员面试逻辑题解析,13,18800,DennisE.Shasha(作者), 费若愚  朱学武(译者) ,求职招聘 面试 求职 解题 逻辑题解析 纪念图灵 ,2012/12/27,2012,35,216,黑白,上市销售
838,http://www.ituring.com.cn/book/1867,Java编程思维,8,18800,AllenB.Downey ChrisMayfield(作者),袁国忠(译者) ,Java ,2016/12/15,2016,59,220,黑白,上市销售
921,http://www.ituring.com.cn/book/1752,Python数据分析实战,6,18800,FabioNelli(作者), 杜春晓(译者) ,python 大数据 数据分析 ,2016/8/30,2016,59,300,黑白,上市销售
33,http://www.ituring.com.cn/book/1372,码农&#183;设计者的品味（第11期）,5,18700,图灵社区出品(作者),,程序员 码农 电子杂志 ,2014/3/26,2014,0,140,,上市销售
325,http://www.ituring.com.cn/book/1536,MEANWeb开发,20,18700,AmosQ.Haviv(作者),陈世帝(译者) ,mongodb web开发 node express angular mean ,2015/7/28,2015,59,256,黑白,上市销售
533,http://www.ituring.com.cn/book/1012,视不可当：信息图与可视化传播,13,18700,MarkSmiciklas(作者),项婷婷 张东宁(译者) ,信息图 可视化 ,2013/5/27,2013,39,225,彩色,暂时缺货
306,http://www.ituring.com.cn/book/1279,算法问题实战策略,14,18600,具宗万(作者),崔盛一(译者) ,算法 程序设计竞赛 韩语 ,2015/3/3,2015,119,748,黑白,上市销售
534,http://www.ituring.com.cn/book/1110,数学思维导论：学会像数学家一样思考,13,18600,［美］基思;德夫林(作者), 林恩(译者) ,数学 数学思维 ,2015/12/30,2015,32,152,黑白,上市销售
382,http://www.ituring.com.cn/book/1701,科学的极致：漫谈人工智能,15,18500,"""集智俱乐部(作者)",,人工智能 机器学习 复杂性 深度学习 自然语言处理 复杂系统 ai-ebook ,2015/7/21,2015,49,324,,上市销售
465,http://www.ituring.com.cn/book/17,MySQL技术内幕（第4版）,14,18500,PaulDuBois(作者), 杨涛  王建桥  杨晓云(译者) ,数据库 mysql ,2011/7/1,2011,139,908,,暂时缺货
785,http://www.ituring.com.cn/book/1714,精通JavaScript（第2版）,13,18500,JohnResig JohnPaxton RussFerguson(作者),门佳  李伟(译者) ,javascript ,2016/9/18,2016,45,180,黑白,上市销售
839,http://www.ituring.com.cn/book/1887,React快速上手开发,4,18500,StoyanStefanov(作者),张俊达(译者) ,前端 React ,2017/3/7,2017,49,208,黑白,上市销售
236,http://www.ituring.com.cn/book/1494,图解服务器端网络架构,24,18400,宫田宽士(作者), 曾薇薇译  乌尼日其其格审(译者) ,负载均衡 服务器 网络架构 ,2015/4/21,2015,79,376,黑白,上市销售
302,http://www.ituring.com.cn/book/1636,JavaScriptWeb应用开发,10,18400,NicolasBevacqua(作者),安道(译者) ,javascript web开发 ,2015/10/10,2015,59,288,黑白,上市销售
419,http://www.ituring.com.cn/book/1604,LearninghardC#学习笔记,10,18400,李志 李志(作者),,c# ,2015/2/13,2015,49,304,黑白,上市销售
543,http://www.ituring.com.cn/book/766,HTML5和CSS3实例教程,7,18400,BrianP.Hogan(作者), 朱嵬 柳靖  刘晓娜  李杰(译者) ,html5 css ,2011/12/2,2011,39,208,,暂时缺货
202,http://www.ituring.com.cn/book/1094,有趣的统计：75招学会数据分析,18,18300,BruceFrey(作者),邹澍(译者) ,数学 统计 数据分析 ,2014/8/14,2014,59,292,,上市销售
270,http://www.ituring.com.cn/book/1591,Swift基础教程,13,18300,BoisyG.Pitre(作者),袁国忠(译者) ,swift ,2015/6/15,2015,49,232,黑白,暂时缺货
288,http://www.ituring.com.cn/book/1271,WEB+DBPRESS中文版01,17,18300,[日]技术评论社(作者),,数据库 web前端 WEB+DB ,2015/3/3,2015,20,180,黑白,上市销售
523,http://www.ituring.com.cn/book/69,简约至上：交互式设计四策略,10,18300,GilesColborne(作者),李松峰  秦绪文(译者) ,交互设计 产品设计 可用性 代码外的 ,2010/12/29,2010,35,200,,上市销售
19,http://www.ituring.com.cn/book/2003,Python3网络爬虫开发实战,17,18200,"""崔庆才(作者)",,,2018/4/16,2018,99,594,单色,暂时缺货
238,http://www.ituring.com.cn/book/1022,24小时365天不间断服务：服务器/基础设施核心技术,18,18200,伊藤直也 胜见祐己 田中慎司 广濑正明 安井真伸 横川和哉(作者),张毅(译者) ,后端 基础设施 高性能 服务器 可扩展性 24小时365天不间断服务 ,2015/1/5,2015,49,336,黑白,暂时缺货
260,http://www.ituring.com.cn/book/1284,TCP/IP网络编程,8,18200,尹圣雨(作者),金国哲(译者) ,韩语 tcp/ip套接字 ,2014/7/1,2014,79,420,黑白,上市销售
511,http://www.ituring.com.cn/book/1807,算法（英文版?第4版）,10,18100,RobertSedgewick KevinWayne(作者),,算法 计算机科学 ,2016/3/28,2016,129,934,双色,上市销售
926,http://www.ituring.com.cn/book/1716,数据分析实战,11,18100,[日]酒卷隆治里洋平(作者), 肖峰(译者) ,数据挖掘 数据分析 数据科学 ,2017/6/1,2017,45,268,黑白,上市销售
364,http://www.ituring.com.cn/book/1653,2015图灵图书目录,13,18000,,,图书目录 图灵书目 ,2015/3/1,2015,0,62,彩色,上市销售
950,http://www.ituring.com.cn/book/1950,Go并发编程实战（第2版）,7,18000,郝林(作者),,Go ,2017/4/7,2017,79,,黑白,上市销售
251,http://www.ituring.com.cn/book/1383,度量：一首献给数学的情歌,13,17800,［美］保罗;洛克哈特（PaulLockhart）(作者), 王凌云(译者) ,数学 ,2015/6/15,2015,39,376,黑白,上市销售
206,http://www.ituring.com.cn/book/1275,流程的永恒之道：工作流及BPM技术的理论、规范、模式及最佳实践,15,17700,"""辛鹏 ""荣浩(作者)",,项目管理 工作流 jBPM BPM治理 流程 ,2014/5/19,2014,69,484,黑白,上市销售
519,http://www.ituring.com.cn/book/1156,码农&#183;活的信息（第4期）,10,17700,图灵社区出品(作者),,程序员 码农 ,2013/2/27,2013,0,137,彩色,上市销售
970,http://www.ituring.com.cn/book/1919,Python数据科学入门,6,17700,DmitryZinoviev(作者), 熊子源(译者) ,python 数据分析 数据处理 数据科学 数据采集 ,2017/11/8,2017,49,145,单色,上市销售
108,http://www.ituring.com.cn/book/1184,可能与不可能的边界：P/NP问题趣史,11,17600,LanceFortnow(作者),杨帆(译者) ,算法 p/np问题 计算复杂度 ,2013/12/9,2013,39,160,黑白,暂时缺货
294,http://www.ituring.com.cn/book/1096,网络游戏核心技术与实战,12,17600,中嶋谦互(作者),毛姝雯  田剑(译者) ,游戏 日文书 MMORPG 套接字 rpc 网络游戏 多人游戏 ,2014/3/31,2014,99,464,黑白,上市销售
524,http://www.ituring.com.cn/book/750,编程大师访谈录,20,17600,SusanLammers(作者), 张菁  吴咏炜  李琳骁(译者) ,访谈 技术史 软件 编程 人物 纪念图灵 ,2011/12/9,2011,59,372,,暂时缺货
415,http://www.ituring.com.cn/book/1730,码农&#183;Docker云图（第20期）,8,17500,图灵社区出品(作者),,云计算 程序员 docker kubernetes ,2015/9/22,2015,0,137,,上市销售
184,http://www.ituring.com.cn/book/1294,Groovy程序设计,11,17400,VenkatSubramaniam(作者),臧秀涛(译者) ,groovy ,2014/10/24,2014,69,296,黑白,上市销售
768,http://www.ituring.com.cn/book/1798,码农&#183;码农论剑（第22期）,8,17400,图灵社区出品(作者),,编程语言 程序员 码农 京东 ,2016/1/20,2016,,219,,上市销售
946,http://www.ituring.com.cn/book/2029,学习JavaScript数据结构与算法（第2版）,13,17400,[巴西]LoianeGroner(作者), 邓钢孙晓博吴双陈迪袁源(译者) ,javascript 数据结构 算法 ,2017/9/14,2017,49,217,单色,上市销售
91,http://www.ituring.com.cn/book/1443,HTML5数据推送应用开发,11,17300,DarrenCook(作者),刘帅(译者) ,html5 SSE 推送 ,2014/11/7,2014,49,200,黑白,上市销售
965,http://www.ituring.com.cn/book/1909,Java机器学习,0,17300,Bo?tjanKalu?a(作者),武传海(译者) ,Java 人工智能 机器学习 ,2017/9/1,2017,49,184,黑白,上市销售
308,http://www.ituring.com.cn/book/1553,码农&#183;CTO长成记（第15期）,5,17200,图灵社区出品(作者),,程序员 码农 ,2014/11/20,2014,0,150,,上市销售
69,http://www.ituring.com.cn/book/1350,Sass与Compass实战,25,17100,WynnNetherland NathanWeizenbaum ChrisEppstein BrandonMathis(作者),刘炬光 赵锦江 张浩然(译者) ,css web 前端 Sass Compass ,2014/5/5,2014,49,208,黑白,暂时缺货
708,http://www.ituring.com.cn/book/1888,码农&#183;数据技能（第24期）,12,17100,,,数据挖掘 数据库 数据可视化 码农 数据科学 数据清洗 Python数据采集 ,2016/8/5,2016,0,189,,上市销售
35,http://www.ituring.com.cn/book/876,通关！游戏设计之道,11,17000,ScottRogers(作者), 高济润  孙懿(译者) ,游戏 游戏设计 ,2013/11/4,2013,89,384,,暂时缺货
381,http://www.ituring.com.cn/book/1188,学习响应式设计,12,17000,ClarissaPeterson(作者), 文巍(译者) ,web开发 响应式设计 ,2015/5/22,2015,69,328,黑白,上市销售
455,http://www.ituring.com.cn/book/1596,PostgreSQL即学即用（第2版）,9,17000,ReginaObe LeoHsu(作者), 丁奇鹏(译者) ,数据库 PostgreSQL ,2016/1/4,2016,59,224,黑白,上市销售
641,http://www.ituring.com.cn/book/1779,Git团队协作,0,16800,[加]EmmaJaneHogbinWestby(作者),童仲毅(译者) ,分布式系统 软件开发 git 协作 版本控制 团队 ,2017/5/27,2017,69,268,黑白,上市销售
774,http://www.ituring.com.cn/book/1227,码农&#183;网络“安全”（第6期）,11,16800,图灵社区出品(作者),,程序员 码农 ,2013/6/19,2013,0,132,,上市销售
934,http://www.ituring.com.cn/book/2411,人工智能简史,15,16800,尼克(作者),,,2017/11/23,2017,49,313,单色,上市销售
313,http://www.ituring.com.cn/book/879,软件故事：谁发明了那些经典的编程语言,16,16700,史蒂夫?洛尔(作者), 张沛玄(译者) ,科技史 计算机语言 计算机历史 ,2014/6/27,2014,49,272,黑白,暂时缺货
498,http://www.ituring.com.cn/book/942,HTML5与CSS3基础教程（第7版）,14,16700,BruceHyslop ElizabethCastro(作者), 望以文(译者) ,html5 css ,2012/12/24,2012,59,392,,暂时缺货
550,http://www.ituring.com.cn/book/1720,JSON必知必会,8,16700,[美]LindsayBassett(作者),魏嘉汛(译者) ,javascript 前端 json ,2016/5/16,2016,35,128,黑白,上市销售
82,http://www.ituring.com.cn/book/1264,Erlang程序设计（第2版）,10,16600,JoeArmstrong(作者),牛化成(译者) ,Erlang ,2014/6/6,2014,89,448,黑白,上市销售
227,http://www.ituring.com.cn/book/1335,jQueryMobile开发指南,6,16600,陆明(作者),,软件开发 jQuery jquery-mobile 移动应用 ,2014/2/25,2014,49,256,黑白,暂时缺货
386,http://www.ituring.com.cn/book/1592,码农增刊&#183;码农好爸爸,8,16600,图灵社区出品(作者),,程序员 码农 亲子 ,2014/12/18,2014,0,168,,上市销售
464,http://www.ituring.com.cn/book/763,深入理解C#（第2版）,26,16600,JonSkeet(作者), 朱永光 姚琪琳  周靖(译者) ,程序设计 c# manning ,2011/12/21,2011,79,468,,上市销售
757,http://www.ituring.com.cn/book/1020,Mac功夫：OSX的300多个技巧和小窍门,9,16600,KeirThomas(作者),周庆成  万琦(译者) ,mac 苹果电脑 使用技巧 使用捷径 ,2012/11/2,2012,49,332,黑白,暂时缺货
895,http://www.ituring.com.cn/book/1803,图解物联网,11,16600,[日]NTTDATA集团河村雅人大塚纮史小林佑辅小山武士宫崎智也石黑佑树小岛康平(作者), 丁灵(译者) ,网络与通信 物联网 IoT ,2017/4/18,2017,59,312,双色,上市销售
578,http://www.ituring.com.cn/book/757,Objective-C编程之道：iOS设计模式解析,7,16500,CarloChung(作者),刘威(译者) ,objective-c iphone开发 ipad开发 模式 ios ,2011/11/11,2011,59,308,,上市销售
243,http://www.ituring.com.cn/book/1082,谷歌和亚马逊如何做产品,12,16400,ChrisVanderMey(作者), 刘亦舟(译者) ,产品经理 项目管理 o&#39;reilly 产品开发 ,2014/5/12,2014,49,209,,上市销售
559,http://www.ituring.com.cn/book/871,jQuery实战（第2版）,14,16400,YehudaKatz BearBibeault(作者), 三生石上(译者) ,jQuery javascript框架 manning ,2012/3/22,2012,69,416,,上市销售
939,http://www.ituring.com.cn/book/1746,C#经典实例（第4版）,14,16400,JayHilyard StephenTeilhet(作者),徐敬德(译者) ,.net c# 微软 ,2016/9/28,2016,129,592,黑白,上市销售
500,http://www.ituring.com.cn/book/837,实例化需求：团队如何交付正确的软件,17,16300,GojkoAdzic(作者), 张昌贵  张博超  石永超(译者) ,敏捷开发 jolt大奖 实例化需求 manning ,2012/9/10,2012,49,200,,暂时缺货
552,http://www.ituring.com.cn/book/1253,特斯拉：电气时代的开创者,19,16300,［美］W.伯纳德;卡尔森（W.BernardCarlson）(作者), 王国良(译者) ,科普 图灵新知 人物传记 ,2015/12/30,2015,69,448,黑白,上市销售
577,http://www.ituring.com.cn/book/77,程序员的思维修炼：开发认知潜能的九堂课,20,16300,AndyHunt(作者), 崔康(译者) ,思维修炼 学习 创新 认知 纪念图灵 ,2010/12/15,2010,39,224,,暂时缺货
610,http://www.ituring.com.cn/book/1002,jQueryMobile即学即用,8,16300,MaximilianoFirtman(作者),吴英杰 吴敏琦(译者) ,jQuery jquery-mobile o&#39;reilly ,2013/1/17,2013,49,226,,暂时缺货
720,http://www.ituring.com.cn/book/938,HTML5程序设计（第2版）,11,16300,BrianAlbers FrankSalim PeterLubbers(作者),柳靖 刘淼  李杰(译者) ,程序设计 html5 ,2012/5/21,2012,59,276,,上市销售
761,http://www.ituring.com.cn/book/1568,Unity5权威讲解,8,16300,李在贤(作者),孔雪玲(译者) ,unity-3d 韩语 移动游戏开发 ,2016/10/24,2016,109,592,黑白,上市销售
959,http://www.ituring.com.cn/book/1647,Python黑客攻防入门,9,16300,赵诚文 郑暎勋(作者),武传海(译者) ,python 黑客攻防 韩语 ,2018/1/17,2018,59,234,单色,上市销售
262,http://www.ituring.com.cn/book/1135,汽车是怎样跑起来的,12,16200,御堀直嗣(作者), 卢扬(译者) ,科普 汽车 ,2013/11/22,2013,39,296,双色,上市销售
480,http://www.ituring.com.cn/book/848,HTML5秘籍,17,16200,MatthewMacDonald(作者),李松峰 朱巍(译者) ,html5 o&#39;reilly ,2012/9/19,2012,79,376,,暂时缺货
642,http://www.ituring.com.cn/book/1105,趣味学数学,16,16200,［美］邦尼;埃弗巴克 ［美］奥林;钱恩(作者), 吴元泽(译者) ,数学趣题 数学 ,2016/8/9,2016,79,424,黑白,上市销售
675,http://www.ituring.com.cn/book/839,亲爱的界面——让用户乐于使用、爱不释手,13,16200,LukasMathis(作者), 曾小进  王军锋  杨蕾(译者) ,设计 可用性 代码外的 ,2012/11/13,2012,49,236,黑白,暂时缺货
812,http://www.ituring.com.cn/book/1023,Objective-C高级编程：iOS与OSX多线程和内存管理,10,16200,KazukiSakamoto TomohikoFurumoto(作者), 黎华(译者) ,ios 多线程 内存管理 ,2013/6/14,2013,49,192,,上市销售
919,http://www.ituring.com.cn/book/1793,Docker开发指南,10,16200,[英]AdrianMouat(作者), 黄彦邦(译者) ,运维 docker 容器 微服务 ,2017/4/10,2017,79,271,单色,上市销售
46,http://www.ituring.com.cn/book/1268,SoftwareDesign中文版01,9,16100,【日】技术评论社(作者),,软件开发 software-design ,2014/3/24,2014,39,160,黑白,暂时缺货
100,http://www.ituring.com.cn/book/1320,Scala与Clojure函数式编程模式：Java虚拟机高效编程,9,16100,MichaelBevilacqua-Linn(作者), 赵震一(译者) ,Java Scala Clojure 函数式编程 jvm 函数式 ,2015/5/12,2015,49,216,黑白,暂时缺货
135,http://www.ituring.com.cn/book/1417,浴缸里的惊叹：256道让你恍然大悟的趣题,13,16100,"""顾森(作者)",,数学趣题 顾森 ,2014/7/21,2014,49,228,双色,上市销售
315,http://www.ituring.com.cn/book/960,论道HTML5,12,16100,"""秀野堂主 蒋宇捷 罗睿(作者)",,html5 ,2012/5/7,2012,69,320,,暂时缺货
405,http://www.ituring.com.cn/book/1182,码农&#183;App创富传奇（第5期）,13,16100,图灵社区出品(作者),,程序员 码农 ,2013/4/18,2013,0,123,,上市销售
164,http://www.ituring.com.cn/book/1453,移动应用UI设计模式（第2版）,9,16000,TheresaNeil(作者),田原(译者) ,移动开发 设计模式 移动ui ,2015/1/19,2015,79,330,彩色,暂时缺货
468,http://www.ituring.com.cn/book/397,写给大家看的设计书（第3版）,14,16000,RobinWilliams(作者), 刘亮  苏金国(译者) ,设计 版式设计 设计原则 代码外的 ,2008/11/25,2008,49,220,彩色,暂时缺货
60,http://www.ituring.com.cn/book/1478,码农&#183;Lisp面面观（第13期）,6,15900,图灵社区出品(作者),,程序员 码农 ,2014/7/28,2014,0,133,,上市销售
346,http://www.ituring.com.cn/book/1388,小决心：确实奏效的好习惯养成方法,10,15900,［美］卡罗琳;L.阿诺德（CarolineL.Arnold）(作者), 卜育(译者) ,好习惯 小决心 ,2015/4/13,2015,39,240,黑白,上市销售
372,http://www.ituring.com.cn/book/792,JavaScript基础教程（第8版）,6,15900,DoriSmith TomNegrino(作者),柳靖  陈剑瓯(译者) ,javascript 前端 ,2012/5/2,2012,69,404,,暂时缺货
790,http://www.ituring.com.cn/book/1357,Redis入门指南,5,15800,李子骅(作者),,数据库 redis ,2013/5/1,2013,39,190,,上市销售
454,http://www.ituring.com.cn/book/1359,Android开发入门与实战（第二版）,0,15700,eoe移动开发者社区 姚尚朗 靳岩(作者),,android ,2013/6/1,2013,59,394,黑白,上市销售
510,http://www.ituring.com.cn/book/1737,图解密码技术（第3版）,21,15700,结城浩(作者),周自恒(译者) ,密码学 安全 密码技术 ,2016/7/1,2016,89,424,,上市销售
712,http://www.ituring.com.cn/book/923,C++API设计,21,15700,MartinReddy(作者), 刘晓娜 臧秀涛 林健(译者) ,c++ api ,2013/8/8,2013,89,380,黑白,上市销售
24,http://www.ituring.com.cn/book/922,渐进增强的Web设计,11,15600,ToddParker PattyToland ScottJehl MaggieCostelloWachs(作者),牛化成(译者) ,网站开发 渐进增强 ,2013/12/26,2013,69,306,黑白,暂时缺货
598,http://www.ituring.com.cn/book/182,精通CSS：高级Web标准解决方案（第2版）,16,15600,AndyBudd SimonCollison CameronMoll(作者), 陈剑瓯(译者) ,css ,2010/4/23,2010,49,280,,上市销售
90,http://www.ituring.com.cn/book/1474,UnityAPI解析,6,15500,陈泉宏(作者),,,2014/9/2,2014,49,256,,暂时缺货
235,http://www.ituring.com.cn/book/1332,产品经理面试宝典,3,15500,GayleLaakmannMcDowell JackieBavaro(作者),吴海星 陈少芸(译者) ,产品经理 面试 ,2015/3/6,2015,59,274,黑白,暂时缺货
469,http://www.ituring.com.cn/book/1555,统计思维：程序员数学之概率统计（第2版）,17,15500,AllenB.Downe(作者),金迎(译者) ,概率统计 数学 统计 数据分析 ,2015/9/7,2015,49,204,黑白,上市销售
618,http://www.ituring.com.cn/book/1820,GitHub实践,9,15500,[美]ChrisDawson [美]BenStraub(作者),安道(译者) ,计算机 软件开发 github ,2016/11/18,2016,69,232,单色,上市销售
213,http://www.ituring.com.cn/book/1463,Qt5开发实战,8,15400,金大?(作者),张红艳(译者) ,编程 qt 韩语 ,2015/10/12,2015,99,528,黑白,上市销售
55,http://www.ituring.com.cn/book/1342,码农增刊&#183;2014新年特刊,5,15300,图灵社区出品(作者),,程序员 码农 ,2014/1/24,2014,,136,,上市销售
98,http://www.ituring.com.cn/book/836,领域专用语言实战,18,15300,DebasishGhosh(作者),郭晓刚(译者) ,敏捷开发 领域特定语言 DSL manning ,2013/10/12,2013,69,312,黑白,暂时缺货
117,http://www.ituring.com.cn/book/999,精通jQuery（第2版）,12,15300,AdamFreeman(作者),魏忠(译者) ,jQuery javascript框架 ,2014/8/28,2014,149,876,黑白,上市销售
362,http://www.ituring.com.cn/book/1539,命令行中的数据科学,10,15300,JeroenJanssens(作者),王晓伟 刘峰(译者) ,命令行 数据 ,2015/5/27,2015,49,188,黑白,上市销售
765,http://www.ituring.com.cn/book/1530,C#敏捷开发实践,11,15200,GaryMcLeanHall(作者),许顺强(译者) ,c# 软件开发 ,2016/7/19,2016,69,352,黑白,上市销售
140,http://www.ituring.com.cn/book/1223,微交互：细节设计成就卓越产品（设计大师唐&#183;诺曼作序 Gmail、GoogleReader设计师KevinFox等设计界大牛鼎力推荐!）,8,15100,DanSaffer(作者),李松峰(译者) ,o&#39;reilly ,2013/10/11,2013,35,184,黑白,上市销售
353,http://www.ituring.com.cn/book/833,NodeWeb开发,22,15100,DavidHerron(作者), 廖健  吴天豪  鄢学鵾(译者) ,web开发 node ,2012/5/3,2012,35,116,,暂时缺货
551,http://www.ituring.com.cn/book/1017,图解力：跟顶级设计师学作信息图,13,15100,木村博之(作者),顾毅  吴晓芬(译者) ,信息可视化 infographic 信息图 ,2013/5/27,2013,79,248,,上市销售
585,http://www.ituring.com.cn/book/1503,HTML5与WebGL编程,10,15100,TonyParisi(作者), 潘征(译者) ,web设计软件 html5 3d webgl ,2016/5/13,2016,79,328,黑白,上市销售
350,http://www.ituring.com.cn/book/1281,Linuxshell脚本编程入门,6,15000,金泰龙(作者),金香(译者) ,linux shell脚本编程 韩语 ,2014/9/18,2014,89,496,黑白,上市销售
407,http://www.ituring.com.cn/book/1222,锋利的jQuery(第2版),9,15000,单东林 张晓菲 魏然(作者),,jQuery javascript框架 ,2012/7/1,2012,49,380,黑白,上市销售
493,http://www.ituring.com.cn/book/1834,注意力：专注的科学与训练,13,15000,[法]让-菲利普;拉夏(作者), 刘彦(译者) ,科普 图灵新知 脑科学 注意力 ,2016/5/19,2016,49,312,黑白,上市销售
647,http://www.ituring.com.cn/book/1702,干净的数据：数据清洗入门与实践,6,15000,MeganSquire(作者),任政委(译者) ,数据挖掘 大数据 数据科学 数据清洗 ,2016/5/9,2016,49,200,黑白,上市销售
78,http://www.ituring.com.cn/book/1103,自然计算：DNA、量子比特和智能机器的未来,11,14900,CathyLazere DennisE.Shasha(作者),金从军 仇祝平(译者) ,计算机 访谈 未来 ai-ebook ,2014/9/3,2014,45,200,黑白,暂时缺货
139,http://www.ituring.com.cn/book/1330,设计师养成“脚”册,6,14900,"""Ai惊秋(作者)",,设计师 设计 独立电子书 ,2014/1/2,2014,,,,上市销售
329,http://www.ituring.com.cn/book/1101,Objective-C编程全解（第3版）,8,14900,荻原刚志(作者), 唐璐  翟俊杰(译者) ,objective-c iphone开发 ipad开发 ios编程 ,2014/12/22,2014,79,460,黑白,上市销售
624,http://www.ituring.com.cn/book/1031,精益设计：设计团队如何改善用户体验（精益系列丛书 《精益创业》作者埃里克&#183;莱斯主编）,10,14900,JeffGothelf JoshSeiden(作者), 张玳(译者) ,用户体验 敏捷开发 o&#39;reilly 精益设计 团队设计 精益系列丛书 ,2013/8/23,2013,49,132,黑白,暂时缺货
888,http://www.ituring.com.cn/book/1937,Python数据科学手册,7,14800,JakeVanderPlas(作者), 陶俊杰陈小莉(译者) ,python 数据科学 ,2018/1/30,2018,109,448,单色,上市销售
775,http://www.ituring.com.cn/book/1024,卓越程序员密码,7,14700,KaWaiCheung(作者),劳佳(译者) ,程序员 职业素养 纪念图灵 ,2012/11/2,2012,29,172,黑白,上市销售
120,http://www.ituring.com.cn/book/1367,2014图灵图书目录,8,14600,图灵教育(作者),,图灵书目 图灵目录 ,2014/7/21,2014,0,48,彩色,上市销售
291,http://www.ituring.com.cn/book/1450,ASP.NETWebAPI设计,9,14600,GlennBlock PabloCibraro PedroFelix HowardDierking DarrelMiller(作者),金迎(译者) ,asp.net api web ,2014/12/29,2014,99,,黑白,上市销售
576,http://www.ituring.com.cn/book/759,任天堂传奇：游戏产业之王者归来,12,14600,DanielSloan(作者), 张玳(译者) ,游戏 任天堂 企业管理 企业家 游戏机 ,2012/3/14,2012,39,224,,暂时缺货
